Date,Issue code,Issue name,Quantity Net short position,Quantity No.of listed shares,Amount Net short position,Amount Market cap,Proportion
2023-08-09,060720,KH VATEC,"592,139","23,677,442","10,587,445,320","423,352,662,960",2.50
2023-08-09,053300,KICA,0,"41,776,331",0,"196,139,874,045",0.00
2023-08-09,025770,KICC,"64,288","37,444,271","548,376,640","319,399,631,630",0.17
2023-08-09,039740,KIES,0,"8,018,397",0,"24,255,650,925",0.00
2023-08-09,093320,KINX,"1,575","4,880,000","107,572,500","333,304,000,000",0.03
2023-08-09,039420,KL-Net,"84,775","24,154,730","210,665,875","60,024,504,050",0.35
2023-08-09,102940,KLS,"6,977","11,412,356","192,914,050","315,551,643,400",0.06
2023-08-09,083550,KM,0,"11,772,689",0,"62,395,251,700",0.00
2023-08-09,225430,KMP,0,"27,887,050",0,"31,261,383,050",0.00
2023-08-09,032500,KMW,"433,055","39,820,883","5,136,032,300","472,275,672,380",1.09
2023-08-09,058400,KNN,0,"132,429,720",0,"122,100,201,840",0.00
2023-08-09,105330,KNW,0,"12,135,382",0,"128,635,049,200",0.00
2023-08-09,015710,KOCOM,0,"17,530,500",0,"84,146,400,000",0.00
2023-08-09,046070,KODACO,0,"42,605,607",0,"34,979,203,347",0.00
2023-08-09,080530,KODI,0,"31,643,740",0,"43,668,361,200",0.00
2023-08-09,029960,KOENTEC,"442,388","50,000,000","3,344,453,280","378,000,000,000",0.88
2023-08-09,049430,KOMELON,0,"9,048,000",0,"81,341,520,000",0.00
2023-08-09,041960,KOMIPHARM,"1,589,151","64,185,876","9,979,868,280","403,087,301,280",2.48
2023-08-09,052400,KONA I,"25,318","14,999,999","409,392,060","242,549,983,830",0.17
2023-08-09,190650,KOREA ASSET SEC,0,"6,388,000",0,"39,158,440,000",0.00
2023-08-09,198440,KOREA CEMENT,0,"31,979,960",0,"67,957,415,000",0.00
2023-08-09,032300,KOREA PHARMA,0,"10,906,701",0,"190,976,334,510",0.00
2023-08-09,014570,KOREAN DRUG,"17,736","11,000,000","118,299,120","73,370,000,000",0.16
2023-08-09,052330,KORTEK,"31,300","15,574,552","245,079,000","121,948,742,160",0.20
2023-08-09,049720,KORYOINFO,"12,187","14,300,000","127,597,890","149,721,000,000",0.09
2023-08-09,089890,KOSES,0,"16,584,962",0,"180,776,085,800",0.00
2023-08-09,009730,KOSSEN,0,"30,510,359",0,"151,789,036,025",0.00
2023-08-09,355150,KOSTECSYS,0,"36,667,807",0,"127,237,290,290",0.00
2023-08-09,121850,KOYJ,0,"30,614,175",0,"65,361,263,625",0.00
2023-08-09,024880,KPF,0,"20,682,798",0,"106,516,409,700",0.00
2023-08-09,042040,KPM TECH,0,"173,379,837",0,"70,912,353,333",0.00
2023-08-09,256940,KPS,0,"18,748,658",0,"170,425,301,220",0.00
2023-08-09,054410,KPTU,0,"5,060,000",0,"28,740,800,000",0.00
2023-08-09,034950,KR,0,"4,540,514",0,"345,079,064,000",0.00
2023-08-09,093640,KRM,0,"29,213,382",0,"234,583,457,460",0.00
2023-08-09,043650,KSDB,0,"17,858,304",0,"104,828,244,480",0.00
2023-08-09,073010,KSP,0,"36,192,257",0,"114,005,609,550",0.00
2023-08-09,060370,KT Submarine,"55,071","25,938,232","699,952,410","329,674,928,720",0.21
2023-08-09,078130,KUK-IL PAPER,"2,836,144","127,617,473","2,268,915,200","102,093,978,400",2.22
2023-08-09,066620,KUKBO DESIGN,0,"7,500,000",0,"116,250,000,000",0.00
2023-08-09,060480,KUKIL METAL,0,"11,090,000",0,"36,929,700,000",0.00
2023-08-09,307750,KUKJEON,0,"49,069,269",0,"368,019,517,500",0.00
2023-08-09,006050,KUKYOUNGG&M,"140,488","34,895,243","184,601,232","45,852,349,302",0.40
2023-08-09,122450,KX,0,"45,335,964",0,"202,651,759,080",0.00
2023-08-09,052900,KX HITECH,0,"55,107,517",0,"68,388,428,597",0.00
2023-08-09,282720,KYGP,0,"12,119,500",0,"162,280,105,000",0.00
2023-08-09,053950,KYUNG NAM PHARM,0,"35,437,396",0,"55,034,275,988",0.00
2023-08-09,293490,Kakao Games,"1,948,765","82,495,932","59,339,894,250","2,512,001,129,400",2.36
2023-08-09,274090,Kencoa Aerospace,0,"12,784,405",0,"169,776,898,400",0.00
2023-08-09,139670,KineMaster,0,"13,981,411",0,"74,381,106,520",0.00
2023-08-09,035460,KisanTelecom,0,"14,577,340",0,"43,076,039,700",0.00
2023-08-09,413600,Kiwoom No.6 SPAC,0,"3,430,000",0,"7,357,350,000",0.00
2023-08-09,433530,Kiwoom No.7 SPAC,0,"4,105,000",0,"8,579,450,000",0.00
2023-08-09,446840,Kiwoom No.8 SPAC,0,"5,880,000",0,"12,230,400,000",0.00
2023-08-09,272110,KnJ,0,"7,945,395",0,"168,045,104,250",0.00
2023-08-09,348150,KoBioLabs,0,"18,872,208",0,"190,609,300,800",0.00
2023-08-09,183300,KoMiCo,"129,940","10,460,684","7,328,616,000","589,982,577,600",1.24
2023-08-09,098460,Koh Young,"2,401,169","68,654,755","32,031,594,460","915,854,431,700",3.50
2023-08-09,950160,Kolon TissueGene,0,"72,705,495",0,"681,250,488,150",0.00
2023-08-09,402030,Konan Technology,0,"5,680,444",0,"486,814,050,800",0.00
2023-08-09,039340,Korea Economic Broadcasting,0,"23,000,000",0,"137,310,000,000",0.00
2023-08-09,409570,Korea No.10 SPAC,0,"5,410,000",0,"17,880,050,000",0.00
2023-08-09,436610,Korea No.11 SPAC,0,"6,020,000",0,"16,795,800,000",0.00
2023-08-09,004590,KoreaFurni,0,"15,000,000",0,"63,450,000,000",0.00
2023-08-09,391710,Kornic Automation,0,"41,503,222",0,"130,112,600,970",0.00
2023-08-09,192250,Ksign,"279,383","70,671,257","433,881,799","109,752,462,121",0.40
2023-08-09,026910,KwangjinInd,0,"6,405,405",0,"27,447,160,425",0.00
2023-08-09,029480,Kwangmu,0,"47,887,891",0,"208,072,886,395",0.00
2023-08-09,397880,Kyobo 11 SPAC,0,"4,440,000",0,"9,879,000,000",0.00
2023-08-09,421800,Kyobo 12 SPAC,0,"5,980,000",0,"12,468,300,000",0.00
2023-08-09,440790,Kyobo 13 SPAC,0,"4,050,000",0,"8,525,250,000",0.00
2023-08-09,456490,Kyobo 14 SPAC,0,"4,200,000",0,"8,883,000,000",0.00
2023-08-09,024910,Kyungchang,0,"35,819,005",0,"105,128,779,675",0.00
2023-08-09,290650,L&C BIO,"1,012,417","22,684,891","38,573,087,700","864,294,347,100",4.46
2023-08-09,066970,L&F,"2,294,817","36,239,776","515,186,416,500","8,135,829,712,000",6.33
2023-08-09,156100,L&K BIOMED,0,"13,405,659",0,"94,509,895,950",0.00
2023-08-09,281740,LAKE,"1,922,903","65,730,548","34,496,879,820","1,179,206,031,120",2.93
2023-08-09,309960,LB Investment,0,"23,217,239",0,"94,842,421,315",0.00
2023-08-09,376190,LB Lusem,0,"24,600,000",0,"179,334,000,000",0.00
2023-08-09,061970,LB SEMICON,"1,123,113","43,784,592","8,209,956,030","320,065,367,520",2.57
2023-08-09,096870,LDT,0,"6,678,400",0,"22,305,856,000",0.00
2023-08-09,012700,LEADCORP,"21,160","26,446,135","126,960,000","158,676,810,000",0.08
2023-08-09,016100,LEADERS COSMETICS,0,"19,100,894",0,"46,319,667,950",0.00
2023-08-09,058470,LEENO,"671,502","15,242,370","107,843,221,200","2,447,924,622,000",4.41
2023-08-09,039980,LEENOS,"193,792","46,194,879","164,723,200","39,265,647,150",0.42
2023-08-09,294140,LEMON,0,"37,000,000",0,"162,245,000,000",0.00
2023-08-09,069540,LIGHTRON,0,"26,984,470",0,"95,255,179,100",0.00
2023-08-09,171120,LION CHEMTECH,0,"35,901,760",0,"155,993,147,200",0.00
2023-08-09,138690,LIS,0,"66,479,460",0,"182,818,515,000",0.00
2023-08-09,073110,LMS,"26,608","8,895,755","169,759,040","56,754,916,900",0.30
2023-08-09,067730,LOGISYS,0,"9,673,922",0,"34,777,749,590",0.00
2023-08-09,060240,LONGTU KOREA,0,"25,429,284",0,"51,875,739,360",0.00
2023-08-09,083310,LOT Vacuum,"17,804","17,810,033","421,064,600","421,207,280,450",0.10
2023-08-09,347700,LSCORP,0,"10,227,950",0,"49,298,719,000",0.00
2023-08-09,170920,LTC,"15,064","8,824,054","147,024,640","86,122,767,040",0.17
2023-08-09,038060,LUMENS,0,"48,103,069",0,"64,217,597,115",0.00
2023-08-09,084650,LabGen,0,"37,119,995",0,"224,575,969,750",0.00
2023-08-09,300120,LaonPeople,0,"20,804,012",0,"163,311,494,200",0.00
2023-08-09,412350,Laserssel,0,"8,571,715",0,"104,232,054,400",0.00
2023-08-09,019570,Leaders Technology Investment,0,"52,470,040",0,"49,059,487,400",0.00
2023-08-09,141080,LegoChem Bio,"984,868","26,489,964","35,701,465,000","960,261,195,000",3.72
2023-08-09,388790,LiComm,0,"29,913,930",0,"71,195,153,400",0.00
2023-08-09,277070,Lindeman Asia,0,"13,692,000",0,"74,484,480,000",0.00
2023-08-09,219420,Linkgenesis,0,"11,469,507",0,"66,523,140,600",0.00
2023-08-09,073570,Lithium-for-earth,"493,688","28,867,125","8,540,802,400","499,401,262,500",1.71
2023-08-09,328130,Lunit,0,"12,381,004",0,"2,115,913,583,600",0.00
2023-08-09,085370,Lutronic,"28,166","26,507,821","1,033,692,200","972,837,030,700",0.11
2023-08-09,08537M,Lutronic(3PC),0,"153,536",0,"8,444,480,000",0.00
2023-08-09,001810,M.S,0,"22,137,500",0,"44,496,375,000",0.00
2023-08-09,347890,M2I,0,"16,798,204",0,"141,272,895,640",0.00
2023-08-09,033310,M2N,0,"40,342,231",0,"159,351,812,450",0.00
2023-08-09,087260,MA,0,"32,552,861",0,"82,684,266,940",0.00
2023-08-09,005990,MAEIL HOLDINGS,0,"13,718,304",0,"113,861,923,200",0.00
2023-08-09,093520,MAKUS,"29,012","16,163,092","355,977,240","198,321,138,840",0.18
2023-08-09,021880,MASON CAPITAL,0,"152,184,408",0,"48,394,641,744",0.00
2023-08-09,377480,MAUM.AI,0,"6,133,533",0,"152,418,295,050",0.00
2023-08-09,377030,MAXST,0,"19,570,882",0,"159,502,688,300",0.00
2023-08-09,098120,MCS,0,"8,312,766",0,"63,177,021,600",0.00
2023-08-09,086960,MDS Tech,"58,456","83,323,217","119,542,520","170,395,978,765",0.07
2023-08-09,950190,ME2ZEN,0,"13,579,892",0,"148,428,219,560",0.00
2023-08-09,241770,MECARO,0,"10,192,640",0,"120,884,710,400",0.00
2023-08-09,014100,MED,0,"11,800,000",0,"33,276,000,000",0.00
2023-08-09,041920,MEDIANA,0,"16,000,000",0,"94,400,000,000",0.00
2023-08-09,054180,MEDICOX,0,"29,717,221",0,"55,987,244,364",0.00
2023-08-09,078160,MEDIPOST,"25,907","21,001,926","241,194,170","195,527,931,060",0.12
2023-08-09,058110,MEKICS,0,"16,050,530",0,"54,892,812,600",0.00
2023-08-09,059210,META,"128,208","23,862,351","521,165,520","97,000,456,815",0.54
2023-08-09,323230,MFM KOREA,0,"30,271,660",0,"30,090,030,040",0.00
2023-08-09,032790,MGEN,0,"31,756,563",0,"88,442,027,955",0.00
2023-08-09,424980,MICRO2NANO,0,"5,918,890",0,"113,879,443,600",0.00
2023-08-09,373170,MICUBE,0,"4,831,300",0,"190,594,785,000",0.00
2023-08-09,218150,MILAE BIORESOURCES,0,"20,415,802",0,"108,612,066,640",0.00
2023-08-09,408900,MIR,0,"5,360,550",0,"148,487,235,000",0.00
2023-08-09,254490,MIRAI,0,"14,438,000",0,"337,127,300,000",0.00
2023-08-09,038340,MIT,0,"26,484,298",0,"33,979,354,334",0.00
2023-08-09,179290,MITECH,0,"32,115,678",0,"325,974,131,700",0.00
2023-08-09,033160,MKElectron,"38,550","22,066,331","548,181,000","313,783,226,820",0.17
2023-08-09,095500,MNtech,"1,092,406","31,009,999","24,251,413,200","688,421,977,800",3.52
2023-08-09,288980,MOADATA,0,"33,460,272",0,"83,985,282,720",0.00
2023-08-09,033200,MOATECH,0,"14,331,185",0,"67,643,193,200",0.00
2023-08-09,101330,MOBASE,"35,607","23,147,029","126,582,885","82,287,688,095",0.15
2023-08-09,012860,MOBASE ELECTRONICS,0,"73,233,457",0,"177,591,133,225",0.00
2023-08-09,348030,MOBIRIX,0,"9,603,800",0,"87,202,504,000",0.00
2023-08-09,333050,MOCOMSYS,0,"23,551,534",0,"34,338,136,572",0.00
2023-08-09,080160,MODETOUR,"452,198","18,900,000","7,099,508,600","296,730,000,000",2.39
2023-08-09,434480,MONITORAPP,0,"12,083,500",0,"83,013,645,000",0.00
2023-08-09,118990,MOTREX,0,"24,495,500",0,"438,469,450,000",0.00
2023-08-09,123040,"MS AUTOTECH CO., LTD","56,113","45,643,047","268,220,140","218,173,764,660",0.12
2023-08-09,009780,MSC,0,"17,600,000",0,"104,016,000,000",0.00
2023-08-09,257370,MSTNS,0,"10,097,697",0,"92,999,789,370",0.00
2023-08-09,019590,MVENTURE,0,"108,377,841",0,"108,811,352,364",0.00
2023-08-09,038290,Macrogen,"18,511","10,841,400","424,827,450","248,810,130,000",0.17
2023-08-09,267980,Maeil Dairies,"46,029","7,843,638","1,907,902,050","325,118,795,100",0.59
2023-08-09,195500,Maniker F&G,0,"15,928,000",0,"55,349,800,000",0.00
2023-08-09,439090,Manyo,0,"16,378,260",0,"449,583,237,000",0.00
2023-08-09,222980,Mcnulty,0,"11,031,483",0,"54,991,942,755",0.00
2023-08-09,201490,Me2on,"59,825","31,257,770","182,167,125","95,179,909,650",0.19
2023-08-09,235980,MedPacto,"349,813","21,080,695","5,282,176,300","318,318,494,500",1.66
2023-08-09,279600,MediaZen,0,"4,684,781",0,"49,705,526,410",0.00
2023-08-09,065650,Medifron DBT,0,"51,173,121",0,"74,354,544,813",0.00
2023-08-09,086900,MedyTox,"170,948","7,298,468","37,352,138,000","1,594,715,258,000",2.34
2023-08-09,133750,MegaMD,0,"23,407,077",0,"49,388,932,470",0.00
2023-08-09,100590,Mercury,0,"15,124,896",0,"79,708,201,920",0.00
2023-08-09,408920,Messe eSang,0,"42,652,455",0,"118,360,562,625",0.00
2023-08-09,140410,Mezzion Pharma,"950,131","29,510,535","42,280,829,500","1,313,218,807,500",3.22
2023-08-09,058630,Mgame,"34,319","19,543,877","245,380,850","139,738,720,550",0.18
2023-08-09,059090,MiCo,"52,037","33,416,778","566,682,930","363,908,712,420",0.16
2023-08-09,214610,MiCo Bio,0,"18,308,101",0,"87,695,803,790",0.00
2023-08-09,305090,Micro Digital,0,"15,636,664",0,"116,180,413,520",0.00
2023-08-09,442900,Mirae Asset Dream SPAC 1,0,"7,680,000",0,"72,576,000,000",0.00
2023-08-09,100790,Mirae Asset Venture,0,"54,167,350",0,"273,003,444,000",0.00
2023-08-09,412930,Mirae Asset Vision SPAC 1,0,"6,176,000",0,"12,876,960,000",0.00
2023-08-09,446190,Mirae Asset Vision SPAC 2,0,"4,950,000",0,"10,419,750,000",0.00
2023-08-09,448830,Mirae Asset Vision SPAC3,0,"4,920,000",0,"10,233,600,000",0.00
2023-08-09,363260,Mobidays,0,"160,818,847",0,"135,570,288,021",0.00
2023-08-09,250060,Mobiis,0,"32,171,314",0,"89,275,396,350",0.00
2023-08-09,080420,Moda-InnoChips,0,"79,721,622",0,"235,178,784,900",0.00
2023-08-09,417970,Model Solution,0,"6,396,700",0,"113,541,425,000",0.00
2023-08-09,006920,Mohenz,0,"10,920,000",0,"44,116,800,000",0.00
2023-08-09,207760,Mr. Blue,0,"74,774,372",0,"167,868,465,140",0.00
2023-08-09,067280,Multicampus,0,"5,926,779",0,"193,212,995,400",0.00
2023-08-09,101400,N CITRON,0,"59,186,224",0,"38,352,673,152",0.00
2023-08-09,054050,N.W BIO,"32,045","16,030,561","273,343,850","136,740,685,330",0.20
2023-08-09,227950,N2TECH,0,"103,575,530",0,"89,903,560,040",0.00
2023-08-09,153460,NABLE,0,"6,530,014",0,"51,587,110,600",0.00
2023-08-09,242040,NAMU TECH,0,"34,606,264",0,"93,263,881,480",0.00
2023-08-09,190510,NAMUGA,"31,922","16,252,384","450,100,200","229,158,614,400",0.20
2023-08-09,187790,NANO,0,"30,518,843",0,"37,385,582,675",0.00
2023-08-09,286750,NANOBRICK,0,"20,464,549",0,"59,551,837,590",0.00
2023-08-09,247660,NANOCMS,0,"4,343,920",0,"80,319,080,800",0.00
2023-08-09,405920,NARA CELLAR,0,"6,439,038",0,"51,254,742,480",0.00
2023-08-09,051490,NARA M&D,0,"14,200,000",0,"95,282,000,000",0.00
2023-08-09,137080,NARAE NANOTECH CORP.,0,"11,059,422",0,"86,263,491,600",0.00
2023-08-09,007390,NATURECELL,"2,447,787","64,157,156","18,603,181,200","487,594,385,600",3.82
2023-08-09,293580,NAU IB Capital,0,"95,770,000",0,"107,837,020,000",0.00
2023-08-09,236810,NBT,0,"16,975,426",0,"129,182,991,860",0.00
2023-08-09,092600,NC&,0,"25,083,517",0,"38,879,451,350",0.00
2023-08-09,238090,NDFOS,0,"23,541,303",0,"69,917,669,910",0.00
2023-08-09,053290,NE Neungyule,0,"16,526,307",0,"75,194,696,850",0.00
2023-08-09,290660,NEOFECT,0,"23,009,580",0,"30,970,894,680",0.00
2023-08-09,212560,NEOOTO,0,"7,874,963",0,"55,754,738,040",0.00
2023-08-09,094860,NEORIGIN,0,"104,459,775",0,"41,679,450,225",0.00
2023-08-09,085910,NEOTIS,0,"13,828,718",0,"53,793,713,020",0.00
2023-08-09,095660,NEOWIZ,"61,019","22,033,719","2,086,849,800","753,553,189,800",0.28
2023-08-09,042420,NEOWIZ HOLDINDS,"8,576","8,856,866","219,545,600","226,735,769,600",0.10
2023-08-09,033640,NEPES,"1,215,683","23,059,202","24,435,228,300","463,489,960,200",5.27
2023-08-09,348340,NEUROMEKA,0,"10,446,270",0,"376,065,720,000",0.00
2023-08-09,160550,NEW,"48,208","27,906,106","332,153,120","192,273,070,340",0.17
2023-08-09,085670,NEWFLEX,"45,356","24,450,761","221,790,840","119,564,221,290",0.19
2023-08-09,225570,NEXON Games,"1,099,151","65,766,270","19,729,760,450","1,180,504,546,500",1.67
2023-08-09,396270,NEXTCHIP,0,"17,735,840",0,"235,177,238,400",0.00
2023-08-09,348210,NEXTIN,"116,979","10,196,878","9,697,559,100","845,321,186,200",1.15
2023-08-09,089140,NEXTURNBIO,0,"9,264,260",0,"71,334,802,000",0.00
2023-08-09,265740,NFC,0,"8,931,800",0,"71,097,128,000",0.00
2023-08-09,354200,NGeneBio,0,"12,617,412",0,"83,653,441,560",0.00
2023-08-09,391060,NH SPAC 20,0,"5,100,000",0,"51,000,000,000",0.00
2023-08-09,422040,NH SPAC 23,0,"7,160,000",0,"15,179,200,000",0.00
2023-08-09,437780,NH SPAC 24,0,"5,030,000",0,"10,965,400,000",0.00
2023-08-09,438580,NH SPAC 25,0,"3,020,000",0,"7,429,200,000",0.00
2023-08-09,439410,NH SPAC 26,0,"8,800,000",0,"18,260,000,000",0.00
2023-08-09,440820,NH SPAC 27,0,"7,800,000",0,"16,341,000,000",0.00
2023-08-09,450410,NH SPAC 28,0,"3,920,000",0,"8,741,600,000",0.00
2023-08-09,451700,NH SPAC 29,0,"14,350,000",0,"28,915,250,000",0.00
2023-08-09,104200,NHN BUGS,0,"14,827,550",0,"69,689,485,000",0.00
2023-08-09,060250,NHN KCP,0,"40,160,611",0,"397,188,442,790",0.00
2023-08-09,138610,NIBEC,"8,189","9,957,479","149,367,360","181,624,416,960",0.08
2023-08-09,130580,NICE D&B,0,"15,400,000",0,"95,172,000,000",0.00
2023-08-09,063570,NICE TCM,"25,833","34,147,728","159,131,280","210,350,004,480",0.08
2023-08-09,036800,NICEI&T,"4,822","10,000,000","113,558,100","235,500,000,000",0.05
2023-08-09,182400,NKMAX,"2,122,349","40,414,788","28,269,688,680","538,324,976,160",5.25
2023-08-09,043910,NNE,"110,539","81,387,515","157,518,075","115,977,208,875",0.14
2023-08-09,332290,NOUSBO,0,"33,210,453",0,"79,040,878,140",0.00
2023-08-09,194700,NOVAREX,0,"18,754,848",0,"153,789,753,600",0.00
2023-08-09,285490,NOVATECH,0,"10,575,831",0,"336,311,425,800",0.00
2023-08-09,291230,NP,0,"43,725,551",0,"158,286,494,620",0.00
2023-08-09,198080,NPD,0,"21,535,185",0,"43,393,397,775",0.00
2023-08-09,048830,NPK,0,"18,723,923",0,"35,369,490,547",0.00
2023-08-09,144960,NPP,"31,693","43,692,624","171,142,200","235,940,169,600",0.07
2023-08-09,012340,NUINTEK,0,"30,107,162",0,"49,526,281,490",0.00
2023-08-09,060260,NUVOTEC,0,"41,560,045",0,"45,466,689,230",0.00
2023-08-09,067570,NVH,0,"32,824,712",0,"108,321,549,600",0.00
2023-08-09,267320,Naintech,0,"40,334,345",0,"139,556,833,700",0.00
2023-08-09,091590,"Nam Hwa Const Co., Ltd.","16,738","11,740,000","135,577,800","95,094,000,000",0.14
2023-08-09,111710,Namhwa Industrial,0,"20,588,000",0,"146,998,320,000",0.00
2023-08-09,091970,Nano Chem Tech,0,"37,417,493",0,"27,539,274,848",0.00
2023-08-09,417010,NanoTIM,0,"19,154,328",0,"380,213,410,800",0.00
2023-08-09,039860,NanoenTek,"29,498","26,807,627","138,493,110","125,861,808,765",0.11
2023-08-09,089600,Nasmedia,0,"11,568,163",0,"223,843,954,050",0.00
2023-08-09,168330,NaturalendoTech,"44,705","31,754,900","110,868,400","78,752,152,000",0.14
2023-08-09,311390,Neo Cremar,0,"8,036,595",0,"66,944,836,350",0.00
2023-08-09,950220,NeoImmuneTech,0,"98,867,465",0,"225,417,820,200",0.00
2023-08-09,306620,Neontech,0,"41,713,607",0,"125,766,525,105",0.00
2023-08-09,092730,Neopharm,0,"8,207,361",0,"204,773,656,950",0.00
2023-08-09,253590,Neosem,0,"41,218,296",0,"177,032,581,320",0.00
2023-08-09,330860,Nepes Ark,0,"12,184,045",0,"319,221,979,000",0.00
2023-08-09,217270,Neptune,0,"46,506,928",0,"361,358,830,560",0.00
2023-08-09,214870,NewGLAB Pharma,0,"33,126,106",0,"45,813,404,598",0.00
2023-08-09,270870,Newtree,0,"9,200,224",0,"61,549,498,560",0.00
2023-08-09,137940,NextEye,0,"78,320,992",0,"31,328,396,800",0.00
2023-08-09,106520,Noble M&B,0,"36,695,952",0,"15,082,036,272",0.00
2023-08-09,065560,Nokwon C & I,"115,315","26,060,125","665,367,550","150,366,921,250",0.44
2023-08-09,376930,Noul,0,"11,453,530",0,"59,787,426,600",0.00
2023-08-09,333620,Nsys,0,"10,556,344",0,"139,871,558,000",0.00
2023-08-09,040160,NuriFlex,0,"12,055,535",0,"64,014,890,850",0.00
2023-08-09,069140,Nuriplan,0,"7,102,743",0,"29,014,705,155",0.00
2023-08-09,417860,OBZEN,0,"3,879,775",0,"191,854,873,750",0.00
2023-08-09,241790,OCEANBRIDGE,0,"10,002,634",0,"146,438,561,760",0.00
2023-08-09,039200,OCT Inc.,"416,656","37,821,321","14,145,471,200","1,284,033,847,950",1.10
2023-08-09,080520,ODTech,"25,505","11,746,609","134,666,400","62,022,095,520",0.22
2023-08-09,138080,OE Solutions,"42,018","10,624,095","557,578,860","140,981,740,650",0.40
2023-08-09,309930,OHEIM INT,0,"21,269,790",0,"126,555,250,500",0.00
2023-08-09,045060,OKONG Corp.,0,"16,941,974",0,"52,181,279,920",0.00
2023-08-09,080580,OKins,0,"17,679,298",0,"105,191,823,100",0.00
2023-08-09,173130,OPASNET,0,"11,860,430",0,"166,757,645,800",0.00
2023-08-09,014940,OPCO,0,"45,573,661",0,"169,989,755,530",0.00
2023-08-09,109080,OPTICIS,0,"5,636,000",0,"69,097,360,000",0.00
2023-08-09,082210,OPTRONTEC,"47,610","24,483,945","113,787,900","58,516,628,550",0.19
2023-08-09,131030,OPTUS,"50,354","16,153,162","262,847,880","84,319,505,640",0.31
2023-08-09,900300,ORGANIC TEA COSMETICS,0,"245,263,481",0,"38,996,893,479",0.00
2023-08-09,010470,ORICOM,0,"11,975,050",0,"170,404,961,500",0.00
2023-08-09,053980,OSANGJAIEL,0,"17,747,882",0,"99,033,181,560",0.00
2023-08-09,368970,OSP,0,"9,346,160",0,"56,076,960,000",0.00
2023-08-09,048260,OSSTEMIMPLANT,0,"1,557,648",0,"2,959,531,200,000",0.00
2023-08-09,226400,OSTEONIC,0,"20,420,601",0,"124,565,666,100",0.00
2023-08-09,052420,OSUNG ADVANCED MATERIALS,"124,461","73,287,886","175,365,549","103,262,631,374",0.17
2023-08-09,227610,OUTIN,0,"25,453,448",0,"55,488,516,640",0.00
2023-08-09,352910,Obigo,0,"12,166,093",0,"111,319,750,950",0.00
2023-08-09,226950,OliX,0,"13,734,160",0,"219,746,560,000",0.00
2023-08-09,244460,Olipass,0,"30,082,551",0,"55,833,214,656",0.00
2023-08-09,057540,Omnisystem,"107,724","61,449,355","120,112,260","68,516,030,825",0.18
2023-08-09,382840,Onejoon,0,"15,271,581",0,"374,153,734,500",0.00
2023-08-09,049480,Openbase,"147,998","31,422,383","375,914,920","79,812,852,820",0.47
2023-08-09,394280,Openedges Technology,0,"21,372,810",0,"432,799,402,500",0.00
2023-08-09,440320,Openknowl,0,"9,805,000",0,"90,696,250,000",0.00
2023-08-09,380540,Opticore,0,"28,137,096",0,"40,095,361,800",0.00
2023-08-09,153710,Optipharm,0,"14,669,958",0,"97,555,220,700",0.00
2023-08-09,046120,Orbitech,"215,147","27,068,824","879,951,230","110,711,490,160",0.79
2023-08-09,065500,Orient Precision Industries,0,"31,742,912",0,"38,091,494,400",0.00
2023-08-09,239890,P&H TECH,0,"9,206,632",0,"179,805,522,960",0.00
2023-08-09,347740,P&K Skin Research Center,0,"30,010,576",0,"93,933,102,880",0.00
2023-08-09,137400,P&T,"132,907","22,741,198","9,569,304,000","1,637,366,256,000",0.58
2023-08-09,065690,PAKERS,0,"14,049,331",0,"22,830,162,875",0.00
2023-08-09,271830,PAMTEK,0,"28,722,846",0,"123,508,237,800",0.00
2023-08-09,068050,PAN ENTERTAINMENT,"29,540","27,694,076","130,714,500","122,546,286,300",0.11
2023-08-09,058530,PANACEA,0,"20,078,428",0,"32,527,053,360",0.00
2023-08-09,046210,PANAGENE,0,"32,136,660",0,"152,006,401,800",0.00
2023-08-09,091700,PARTRON,"1,198,197","58,918,214","9,453,774,330","464,864,708,460",2.03
2023-08-09,043200,PARU,0,"41,804,315",0,"31,854,888,030",0.00
2023-08-09,037070,PASECO,"19,761","20,000,000","207,292,890","209,800,000,000",0.10
2023-08-09,177830,PAVONINE,0,"14,288,753",0,"60,512,868,955",0.00
2023-08-09,051380,PCD,0,"7,670,036",0,"55,991,262,800",0.00
2023-08-09,241820,PCL,0,"11,976,236",0,"92,815,829,000",0.00
2023-08-09,168360,PEMTRON,0,"10,644,142",0,"159,555,688,580",0.00
2023-08-09,087010,PEPTRON,"14,669","20,626,853","492,144,950","692,030,918,150",0.07
2023-08-09,043370,PHA,"17,022","21,000,000","158,815,260","195,930,000,000",0.08
2023-08-09,057880,PHC,0,"118,807,375",0,"206,724,832,500",0.00
2023-08-09,161580,PHILOPTICS,0,"23,281,643",0,"219,778,709,920",0.00
2023-08-09,347770,PIMS,0,"7,818,514",0,"142,375,139,940",0.00
2023-08-09,006140,PJ Electro,0,"15,000,000",0,"89,850,000,000",0.00
2023-08-09,128660,PJ METAL,0,"24,803,369",0,"105,786,368,785",0.00
2023-08-09,075130,PLANTYNET,0,"16,622,320",0,"39,311,786,800",0.00
2023-08-09,023770,PLAYWITH,0,"8,766,820",0,"47,077,823,400",0.00
2023-08-09,035200,PLUMB FAST,0,"9,730,590",0,"32,694,782,400",0.00
2023-08-09,237750,PNC Technologies,0,"6,496,600",0,"39,044,566,000",0.00
